display_name,works_count,author_id,works_api_url,h_index,country_code
Julia A. Minson,74,https://openalex.org/A5047677855,https://api.openalex.org/works?filter=author.id:A5047677855,21,
Hanne K. Collins,24,https://openalex.org/A5038348240,https://api.openalex.org/works?filter=author.id:A5038348240,10,US
Charles Dorison,70,https://openalex.org/A5054686259,https://api.openalex.org/works?filter=author.id:A5054686259,14,US
Wenlu Fan,20,https://openalex.org/A5038642797,https://api.openalex.org/works?filter=author.id:A5038642797,8,CN
Yuqi Zhu,60,https://openalex.org/A5003163815,https://api.openalex.org/works?filter=author.id:A5003163815,15,CN
Wentao Xu,200,https://openalex.org/A5022647373,https://api.openalex.org/works?filter=author.id:A5022647373,47,SG
Wanting Wang,152,https://openalex.org/A5084087666,https://api.openalex.org/works?filter=author.id:A5084087666,22,CN
Haoran Shi,39,https://openalex.org/A5087225562,https://api.openalex.org/works?filter=author.id:A5087225562,10,
Jianlong Zhu,30,https://openalex.org/A5057022966,https://api.openalex.org/works?filter=author.id:A5057022966,10,
Vikram Kamath Cannanure,31,https://openalex.org/A5053796170,https://api.openalex.org/works?filter=author.id:A5053796170,8,DE
Alexander W. Hartland,12,https://openalex.org/A5010098341,https://api.openalex.org/works?filter=author.id:A5010098341,5,GB
Giuseppe Carteny,27,https://openalex.org/A5084480163,https://api.openalex.org/works?filter=author.id:A5084480163,3,DE
Rosa M. Navarrete,21,https://openalex.org/A5010084651,https://api.openalex.org/works?filter=author.id:A5010084651,7,US
Daniela Braun,90,https://openalex.org/A5067734704,https://api.openalex.org/works?filter=author.id:A5067734704,17,DE
Ingmar Weber,377,https://openalex.org/A5033656008,https://api.openalex.org/works?filter=author.id:A5033656008,49,
Emma Harvey,60,https://openalex.org/A5102985312,https://api.openalex.org/works?filter=author.id:A5102985312,23,GB
René F. Kizilcec,187,https://openalex.org/A5071778778,https://api.openalex.org/works?filter=author.id:A5071778778,35,
Burint Bevis,2,https://openalex.org/A5100281412,https://api.openalex.org/works?filter=author.id:A5100281412,0,
Juliana Schroeder,132,https://openalex.org/A5068331353,https://api.openalex.org/works?filter=author.id:A5068331353,30,US
Astha Verma,55,https://openalex.org/A5101618291,https://api.openalex.org/works?filter=author.id:A5101618291,11,IN
Pratyush Yadav,5,https://openalex.org/A5035232681,https://api.openalex.org/works?filter=author.id:A5035232681,3,
Atreyi Kankanhalli,222,https://openalex.org/A5007660810,https://api.openalex.org/works?filter=author.id:A5007660810,53,SG
Anku Rani,21,https://openalex.org/A5110627453,https://api.openalex.org/works?filter=author.id:A5110627453,5,
Valdemar Danry,26,https://openalex.org/A5001522776,https://api.openalex.org/works?filter=author.id:A5001522776,9,US
Andrew Lippman,148,https://openalex.org/A5113714609,https://api.openalex.org/works?filter=author.id:A5113714609,32,
Patricia Maes,19,https://openalex.org/A5059463301,https://api.openalex.org/works?filter=author.id:A5059463301,5,
Carlo Romano Marcello Alessandro Santagiustina,26,https://openalex.org/A5072805217,https://api.openalex.org/works?filter=author.id:A5072805217,4,IT
Ryosuke Harakawa,73,https://openalex.org/A5023942291,https://api.openalex.org/works?filter=author.id:A5023942291,9,JP
Hitoshi Iwahashi,331,https://openalex.org/A5051638201,https://api.openalex.org/works?filter=author.id:A5051638201,56,JP
Celina Kacperski,64,https://openalex.org/A5049587610,https://api.openalex.org/works?filter=author.id:A5049587610,10,DE
Denis Bonnay,72,https://openalex.org/A5058810080,https://api.openalex.org/works?filter=author.id:A5058810080,12,FR
Juhi Kulshrestha,56,https://openalex.org/A5075116664,https://api.openalex.org/works?filter=author.id:A5075116664,16,FI
Peter Selb,93,https://openalex.org/A5048966126,https://api.openalex.org/works?filter=author.id:A5048966126,20,DE
Ming-Chun Lai,18,https://openalex.org/A5080976106,https://api.openalex.org/works?filter=author.id:A5080976106,9,CN
Anita Keshmirian,7,https://openalex.org/A5002117379,https://api.openalex.org/works?filter=author.id:A5002117379,3,
Razan Baltaji,7,https://openalex.org/A5092537899,https://api.openalex.org/works?filter=author.id:A5092537899,2,
Hadi Asghari,57,https://openalex.org/A5081055206,https://api.openalex.org/works?filter=author.id:A5081055206,13,DE
Babak Hemmatian,32,https://openalex.org/A5043382223,https://api.openalex.org/works?filter=author.id:A5043382223,6,US
Faezeh Fadaei,4,https://openalex.org/A5124811732,https://api.openalex.org/works?filter=author.id:A5124811732,0,
Indira Sen,54,https://openalex.org/A5025695582,https://api.openalex.org/works?filter=author.id:A5025695582,20,DE
Georg Ahnert,8,https://openalex.org/A5022685582,https://api.openalex.org/works?filter=author.id:A5022685582,1,DE
Markus Strohmaier,334,https://openalex.org/A5071422618,https://api.openalex.org/works?filter=author.id:A5071422618,36,DE
Jana Lasser,135,https://openalex.org/A5014437029,https://api.openalex.org/works?filter=author.id:A5014437029,17,AT
Leon Klingborg,2,https://openalex.org/A5059922845,https://api.openalex.org/works?filter=author.id:A5059922845,1,SE
Leonard Stellbrink,5,https://openalex.org/A5092430399,https://api.openalex.org/works?filter=author.id:A5092430399,1,
Maged Mortaga,1,https://openalex.org/A5072882377,https://api.openalex.org/works?filter=author.id:A5072882377,1,DE
Hendrik Nunner,24,https://openalex.org/A5090160801,https://api.openalex.org/works?filter=author.id:A5090160801,6,NL
André Calero Valdez,180,https://openalex.org/A5004787389,https://api.openalex.org/works?filter=author.id:A5004787389,26,DE
Laura Fürsich,2,https://openalex.org/A5094065676,https://api.openalex.org/works?filter=author.id:A5094065676,1,SE
Martin Arvidsson,60,https://openalex.org/A5008643048,https://api.openalex.org/works?filter=author.id:A5008643048,14,SE
Bufan Gao,9,https://openalex.org/A5090110425,https://api.openalex.org/works?filter=author.id:A5090110425,1,CN
Xuechunzi Bai,46,https://openalex.org/A5014394213,https://api.openalex.org/works?filter=author.id:A5014394213,13,US
Simone Santoni,32,https://openalex.org/A5067296366,https://api.openalex.org/works?filter=author.id:A5067296366,6,
Matteo Devigili,15,https://openalex.org/A5042273817,https://api.openalex.org/works?filter=author.id:A5042273817,3,
Alessandro Lomi,187,https://openalex.org/A5018108132,https://api.openalex.org/works?filter=author.id:A5018108132,35,CH
Ryan E. Langendorf,25,https://openalex.org/A5072646992,https://api.openalex.org/works?filter=author.id:A5072646992,8,US
Matthew G. Burgess,73,https://openalex.org/A5076235905,https://api.openalex.org/works?filter=author.id:A5076235905,23,
Ji Ma,136,https://openalex.org/A5021203463,https://api.openalex.org/works?filter=author.id:A5021203463,34,CN
Chin-Wing Leung,10,https://openalex.org/A5110838463,https://api.openalex.org/works?filter=author.id:A5110838463,3,CN
Gili Rusak,13,https://openalex.org/A5004497268,https://api.openalex.org/works?filter=author.id:A5004497268,5,US
Benjamin S. Manning,5,https://openalex.org/A5095787372,https://api.openalex.org/works?filter=author.id:A5095787372,3,US
Ioana Gabriela Doleanu,1,https://openalex.org/A5114970638,https://api.openalex.org/works?filter=author.id:A5114970638,0,
Diego Giuliani,186,https://openalex.org/A5057130762,https://api.openalex.org/works?filter=author.id:A5057130762,25,IT
Ivano Bison,44,https://openalex.org/A5069671758,https://api.openalex.org/works?filter=author.id:A5069671758,12,IT
Eunsung Yoon,4,https://openalex.org/A5039304227,https://api.openalex.org/works?filter=author.id:A5039304227,2,
Carl Gershenson,28,https://openalex.org/A5038955179,https://api.openalex.org/works?filter=author.id:A5038955179,9,US
Tiago Oliveira Cunha,16,https://openalex.org/A5000454719,https://api.openalex.org/works?filter=author.id:A5000454719,5,DK
Alessandro Pluchino,218,https://openalex.org/A5032482559,https://api.openalex.org/works?filter=author.id:A5032482559,32,IT
Andrea Rapisarda,268,https://openalex.org/A5059301263,https://api.openalex.org/works?filter=author.id:A5059301263,36,IT
Samsun Knight,5,https://openalex.org/A5103911177,https://api.openalex.org/works?filter=author.id:A5103911177,3,CA
Matthew D. Rocklage,47,https://openalex.org/A5076642772,https://api.openalex.org/works?filter=author.id:A5076642772,16,
Yakov Bart,85,https://openalex.org/A5073502448,https://api.openalex.org/works?filter=author.id:A5073502448,18,US
Torben S. D. Johansen,11,https://openalex.org/A5103100943,https://api.openalex.org/works?filter=author.id:A5103100943,4,DK
Christian Vedel,3,https://openalex.org/A5071216602,https://api.openalex.org/works?filter=author.id:A5071216602,3,FR
Ignacio Galvarino Toledo Román,1,https://openalex.org/A5025327242,https://api.openalex.org/works?filter=author.id:A5025327242,1,
Isabel Gebhardt,4,https://openalex.org/A5061205312,https://api.openalex.org/works?filter=author.id:A5061205312,1,
Timon K. Drewes,1,https://openalex.org/A5095737580,https://api.openalex.org/works?filter=author.id:A5095737580,1,DE
Malte Reichelt,32,https://openalex.org/A5013785466,https://api.openalex.org/works?filter=author.id:A5013785466,9,DE
Philipp Koch,176,https://openalex.org/A5069375338,https://api.openalex.org/works?filter=author.id:A5069375338,41,DE
Viktor Stojkoski,100,https://openalex.org/A5016705181,https://api.openalex.org/works?filter=author.id:A5016705181,15,HU
Maria Nareklishvili,8,https://openalex.org/A5001018458,https://api.openalex.org/works?filter=author.id:A5001018458,2,NO
Susan Athey,370,https://openalex.org/A5001211242,https://api.openalex.org/works?filter=author.id:A5001211242,62,
Jann Spiess,52,https://openalex.org/A5061755779,https://api.openalex.org/works?filter=author.id:A5061755779,9,US
Jie Hua,197,https://openalex.org/A5063913041,https://api.openalex.org/works?filter=author.id:A5063913041,43,
Pu Yan,49,https://openalex.org/A5100600513,https://api.openalex.org/works?filter=author.id:A5100600513,25,US
Jiamin Li,119,https://openalex.org/A5100730420,https://api.openalex.org/works?filter=author.id:A5100730420,24,CN
Anne C. Kroon,45,https://openalex.org/A5018717377,https://api.openalex.org/works?filter=author.id:A5018717377,16,NL
Gabriele Bossi,1,https://openalex.org/A5125341166,https://api.openalex.org/works?filter=author.id:A5125341166,0,
Martí Medina-Hernández,1,https://openalex.org/A5084059803,https://api.openalex.org/works?filter=author.id:A5084059803,1,DE
János Kertész,391,https://openalex.org/A5044033087,https://api.openalex.org/works?filter=author.id:A5044033087,64,
Mihály Fazekas,161,https://openalex.org/A5090872107,https://api.openalex.org/works?filter=author.id:A5090872107,28,AT
Stefano Balietti,45,https://openalex.org/A5066048702,https://api.openalex.org/works?filter=author.id:A5066048702,14,DE
Stefan Kitzler,20,https://openalex.org/A5034863610,https://api.openalex.org/works?filter=author.id:A5034863610,4,AT
Pietro Saggese,26,https://openalex.org/A5067146201,https://api.openalex.org/works?filter=author.id:A5067146201,5,IT
Bernhard Haslhofer,147,https://openalex.org/A5078932059,https://api.openalex.org/works?filter=author.id:A5078932059,25,AT
Josef Ginnerskov,3,https://openalex.org/A5019523274,https://api.openalex.org/works?filter=author.id:A5019523274,1,SE
Matilda Hellman,246,https://openalex.org/A5071428099,https://api.openalex.org/works?filter=author.id:A5071428099,17,SE
Maria Skeppstedt,79,https://openalex.org/A5031373506,https://api.openalex.org/works?filter=author.id:A5031373506,16,SE
Salsabil Arabi,9,https://openalex.org/A5005902842,https://api.openalex.org/works?filter=author.id:A5005902842,3,US
B. Ian Hutchins,40,https://openalex.org/A5020639074,https://api.openalex.org/works?filter=author.id:A5020639074,20,US
Ivan Smirnov,85,https://openalex.org/A5107856338,https://api.openalex.org/works?filter=author.id:A5107856338,37,
Paul L. Plener,443,https://openalex.org/A5021149437,https://api.openalex.org/works?filter=author.id:A5021149437,52,DE
Salah Zrigui,25,https://openalex.org/A5022030754,https://api.openalex.org/works?filter=author.id:A5022030754,6,FR
François Portet,282,https://openalex.org/A5079066445,https://api.openalex.org/works?filter=author.id:A5079066445,29,FR
Gilles Bastin,80,https://openalex.org/A5045788002,https://api.openalex.org/works?filter=author.id:A5045788002,6,FR
Tara Sowrirajan,6,https://openalex.org/A5005262703,https://api.openalex.org/works?filter=author.id:A5005262703,3,US
Ryan Whalen,55,https://openalex.org/A5044470378,https://api.openalex.org/works?filter=author.id:A5044470378,9,CN
Lorenzo Betti,9,https://openalex.org/A5033986050,https://api.openalex.org/works?filter=author.id:A5033986050,4,IT
Paolo Bajardi,60,https://openalex.org/A5070491108,https://api.openalex.org/works?filter=author.id:A5070491108,21,BY
Hao Cui,601,https://openalex.org/A5059651484,https://api.openalex.org/works?filter=author.id:A5059651484,57,CN
Alexandra Rottenkolber,1,https://openalex.org/A5119600915,https://api.openalex.org/works?filter=author.id:A5119600915,0,
Kai Cooper,2,https://openalex.org/A5027209280,https://api.openalex.org/works?filter=author.id:A5027209280,0,
Jennah Gosciak,7,https://openalex.org/A5114336461,https://api.openalex.org/works?filter=author.id:A5114336461,1,US
Aparna Balagopalan,35,https://openalex.org/A5010008842,https://api.openalex.org/works?filter=author.id:A5010008842,10,US
Derek Ouyang,36,https://openalex.org/A5008551833,https://api.openalex.org/works?filter=author.id:A5008551833,8,US
Marzyeh Ghassemi,293,https://openalex.org/A5070063054,https://api.openalex.org/works?filter=author.id:A5070063054,52,RU
Daniel E. Ho,242,https://openalex.org/A5058408154,https://api.openalex.org/works?filter=author.id:A5058408154,35,US
Mauricio Bucca,13,https://openalex.org/A5004730433,https://api.openalex.org/works?filter=author.id:A5004730433,5,CL
Roberto Cantillan Carrasco,1,https://openalex.org/A5023025001,https://api.openalex.org/works?filter=author.id:A5023025001,0,CL
Ana Vranić,15,https://openalex.org/A5018089491,https://api.openalex.org/works?filter=author.id:A5018089491,3,PT
Fijnanda van Klingeren,7,https://openalex.org/A5069567619,https://api.openalex.org/works?filter=author.id:A5069567619,3,NL
Marjolijn Das,31,https://openalex.org/A5047436850,https://api.openalex.org/works?filter=author.id:A5047436850,16,NL
Maël Lecoursonnais,2,https://openalex.org/A5116428565,https://api.openalex.org/works?filter=author.id:A5116428565,0,SE
Selcan Mutgan,7,https://openalex.org/A5083043810,https://api.openalex.org/works?filter=author.id:A5083043810,3,SE
Zhao Wang,549,https://openalex.org/A5100434557,https://api.openalex.org/works?filter=author.id:A5100434557,55,CN
Yuqi Liang,76,https://openalex.org/A5016761088,https://api.openalex.org/works?filter=author.id:A5016761088,17,CN
Xinyi Li,178,https://openalex.org/A5100370281,https://api.openalex.org/works?filter=author.id:A5100370281,28,CN
Christoph Kern,157,https://openalex.org/A5037204027,https://api.openalex.org/works?filter=author.id:A5037204027,37,AT
Prashant Garg,273,https://openalex.org/A5084189967,https://api.openalex.org/works?filter=author.id:A5084189967,53,IN
Zhaolun Fan,4,https://openalex.org/A5115449729,https://api.openalex.org/works?filter=author.id:A5115449729,1,
Valentin Thouzeau,37,https://openalex.org/A5084730447,https://api.openalex.org/works?filter=author.id:A5084730447,7,
Ying Zhong,240,https://openalex.org/A5100386180,https://api.openalex.org/works?filter=author.id:A5100386180,36,CN
Coralie Chevallier,385,https://openalex.org/A5048242428,https://api.openalex.org/works?filter=author.id:A5048242428,39,FR
Nicolas Baumard,206,https://openalex.org/A5069318507,https://api.openalex.org/works?filter=author.id:A5069318507,31,FR
Anders Weile Larsen,4,https://openalex.org/A5111510233,https://api.openalex.org/works?filter=author.id:A5111510233,1,
Vedran Sekara,43,https://openalex.org/A5048176602,https://api.openalex.org/works?filter=author.id:A5048176602,12,US
Tamm Mikhail,1,https://openalex.org/A5062286782,https://api.openalex.org/works?filter=author.id:A5062286782,0,RU
Mila Oiva,43,https://openalex.org/A5012681383,https://api.openalex.org/works?filter=author.id:A5012681383,5,EE
Maximilian Schich,50,https://openalex.org/A5070753993,https://api.openalex.org/works?filter=author.id:A5070753993,9,EE
Mark Mets,9,https://openalex.org/A5034482740,https://api.openalex.org/works?filter=author.id:A5034482740,3,EE
Ksenia Mukhina,61,https://openalex.org/A5060834533,https://api.openalex.org/works?filter=author.id:A5060834533,8,EE
C. Diana Jordan,22,https://openalex.org/A5030569800,https://api.openalex.org/works?filter=author.id:A5030569800,10,ZA
Samuel D. Gosling,326,https://openalex.org/A5077287995,https://api.openalex.org/works?filter=author.id:A5077287995,88,US
Gabriella M. Harari,104,https://openalex.org/A5032381602,https://api.openalex.org/works?filter=author.id:A5032381602,31,US
Arianna Pera,13,https://openalex.org/A5040192490,https://api.openalex.org/works?filter=author.id:A5040192490,4,DK
Mauro Martino,32,https://openalex.org/A5031120336,https://api.openalex.org/works?filter=author.id:A5031120336,10,
Nima Dehmamy,46,https://openalex.org/A5078338477,https://api.openalex.org/works?filter=author.id:A5078338477,10,US
Andrea Baronchelli,256,https://openalex.org/A5068182184,https://api.openalex.org/works?filter=author.id:A5068182184,46,GB
Cassandra Gunasekaram,2,https://openalex.org/A5092642158,https://api.openalex.org/works?filter=author.id:A5092642158,2,CH
Lucio Vinicius,75,https://openalex.org/A5049591562,https://api.openalex.org/works?filter=author.id:A5049591562,24,
Andrea Bamberg Migliano,112,https://openalex.org/A5076698573,https://api.openalex.org/works?filter=author.id:A5076698573,35,
Lucas Gautheron,20,https://openalex.org/A5061836283,https://api.openalex.org/works?filter=author.id:A5061836283,6,
Niraj Kant Kushwaha,18,https://openalex.org/A5088249087,https://api.openalex.org/works?filter=author.id:A5088249087,4,AT
Katharina Ledebur,18,https://openalex.org/A5089147251,https://api.openalex.org/works?filter=author.id:A5089147251,3,AT
Sagar Kumar,53,https://openalex.org/A5074705403,https://api.openalex.org/works?filter=author.id:A5074705403,11,IN
August Lohse,3,https://openalex.org/A5059152087,https://api.openalex.org/works?filter=author.id:A5059152087,2,
Karolina Śliwa,29,https://openalex.org/A5041548170,https://api.openalex.org/works?filter=author.id:A5041548170,8,PL
Ryo Yokoi,17,https://openalex.org/A5050859650,https://api.openalex.org/works?filter=author.id:A5050859650,3,JP
Ryosuke Yamanishi,121,https://openalex.org/A5069311949,https://api.openalex.org/works?filter=author.id:A5069311949,8,JP
Eric M. Feltham,1,https://openalex.org/A5092160363,https://api.openalex.org/works?filter=author.id:A5092160363,0,
Kamil Fuławka,19,https://openalex.org/A5003086784,https://api.openalex.org/works?filter=author.id:A5003086784,6,DE
Emma Pierson,106,https://openalex.org/A5067807487,https://api.openalex.org/works?filter=author.id:A5067807487,25,
Simone Lackner,10,https://openalex.org/A5029862125,https://api.openalex.org/works?filter=author.id:A5029862125,4,
Frederico Francisco,40,https://openalex.org/A5016223874,https://api.openalex.org/works?filter=author.id:A5016223874,9,
Thaís Cristina Mendonça Nogueira,39,https://openalex.org/A5071445766,https://api.openalex.org/works?filter=author.id:A5071445766,10,BR
André Mata,83,https://openalex.org/A5035729006,https://api.openalex.org/works?filter=author.id:A5035729006,17,PT
Chaeeun Han,3,https://openalex.org/A5035190493,https://api.openalex.org/works?filter=author.id:A5035190493,1,US
Sangpil Youm,4,https://openalex.org/A5023405697,https://api.openalex.org/works?filter=author.id:A5023405697,3,US
Hojeong Yoo,5,https://openalex.org/A5043361927,https://api.openalex.org/works?filter=author.id:A5043361927,1,US
Sou Hyun Jang,81,https://openalex.org/A5002073039,https://api.openalex.org/works?filter=author.id:A5002073039,13,KR
Hiroki Oda,127,https://openalex.org/A5080122012,https://api.openalex.org/works?filter=author.id:A5080122012,33,JP
Kinga Makovi,39,https://openalex.org/A5055686105,https://api.openalex.org/works?filter=author.id:A5055686105,11,
Milena Tsvetkova,76,https://openalex.org/A5069791094,https://api.openalex.org/works?filter=author.id:A5069791094,12,GB
Eaman Jahani,45,https://openalex.org/A5000868394,https://api.openalex.org/works?filter=author.id:A5000868394,10,US
Blas Kolic,7,https://openalex.org/A5086259064,https://api.openalex.org/works?filter=author.id:A5086259064,2,ES
Hause Lin,89,https://openalex.org/A5022754313,https://api.openalex.org/works?filter=author.id:A5022754313,19,
Manuel Tonneau,21,https://openalex.org/A5003730904,https://api.openalex.org/works?filter=author.id:A5003730904,3,
Niyati Malhotra,11,https://openalex.org/A5058532580,https://api.openalex.org/works?filter=author.id:A5058532580,2,
Víctor Orozco-Olvera,52,https://openalex.org/A5091677618,https://api.openalex.org/works?filter=author.id:A5091677618,9,MX
Samuel P. Fraiberger,54,https://openalex.org/A5075585231,https://api.openalex.org/works?filter=author.id:A5075585231,16,
Qiankun Zhong,26,https://openalex.org/A5037093270,https://api.openalex.org/works?filter=author.id:A5037093270,6,
Nori Jacoby,151,https://openalex.org/A5021757437,https://api.openalex.org/works?filter=author.id:A5021757437,30,US
Ofer Tchernichovski,101,https://openalex.org/A5047713899,https://api.openalex.org/works?filter=author.id:A5047713899,29,
Seth Frey,99,https://openalex.org/A5022089542,https://api.openalex.org/works?filter=author.id:A5022089542,14,US
Carina I. Hausladen,2,https://openalex.org/A5122998456,https://api.openalex.org/works?filter=author.id:A5122998456,0,
